Node 1			Node 2
157534			157536
90303			201858
90303			201859
90303			134024
90303			90304
90303			90302
90302			90304
161866			179276
161866			10430
161866			55294
161867			161868
161867			161869
161864			161865
161864			161863
161864			104894
161865			212266
161865			161863
161865			212265
161862			24624
161862			52842
161862			217860
161862			217859
161862			217858
161862			120192
161862			166043
161863			122355
161863			104894
161863			165099
161860			19548
161860			116694
161860			161861
161861			116694
161861			44153
161861			20439
46344			212443
46344			30788
46344			60493
46344			27331
46345			104620
161868			161869
46343			62829
46343			215791
191717			117298
191717			117297
199018			85252
199018			77171
199018			199017
153404			35032
153404			153405
153404			149942
199641			199642
199641			32955
199641			144467
199641			199677
199641			73321
199641			24889
199640			199639
199640			34110
199640			149710
199642			203413
199642			203412
199642			144467
199642			32955
81099			81097
81099			81098
81098			168222
81098			81097
81098			49121
81098			95631
81098			168221
81098			186408
81098			186407
199647			36742
199647			199646
199647			13091
199646			217798
199646			36742
199646			95696
199646			217799
199649			199648
199649			199650
199649			159595
199649			187796
199648			187796
81096			26871
81091			81090
81091			81089
81090			116288
81090			116289
81090			81089
96767			46197
96767			121098
11711			138385
11711			42634
43649			41972
43649			135935
43649			135936
43649			177867
191098			218641
191098			218640
191098			114369
191098			191099
191098			191096
191098			191097
191098			191100
191099			191100
191099			191097
96761			96760
96760			110178
43642			4404
43642			4857
43642			169332
43642			169333
191095			191094
191096			191097
191097			177779
191097			172250
191097			192039
191090			191089
191090			191091
191090			72430
191091			72430
96769			203358
96769			69706
191093			191094
191093			191092
97416			97417
97416			12609
97417			12609
97417			69202
97417			223495
97417			4913
192045			62369
192045			2377
97412			122378
97412			97410
97412			62739
97412			97411
97410			173677
97410			19074
97410			97411
182899			32844
182899			117223
163512			163510
163512			163511
163512			29451
163512			40672
163512			192327
163512			192328
97418			176422
97418			176421
97418			83007
97418			97419
97418			97420
97418			47898
97418			226803
97418			189647
97418			20798
97419			137368
97419			97420
97419			216489
153166			153165
153166			116811
153167			228581
153167			153169
153167			130305
153167			228579
153167			153168
153167			228580
211189			78146
211189			211188
211189			211190
211188			78146
153162			60690
153162			153161
43019			156549
43019			3735
153161			125494
153161			113882
153161			51518
153161			60690
211183			189961
211183			211184
211183			64302
211183			64303
116084			128716
116084			224129
116082			116080
116082			116081
116083			94397
116083			94398
211185			189961
211185			211184
211184			189961
211184			64303
80243			144142
80243			171819
80243			29399
80243			198921
102278			43052
102278			177589
102278			48243
5925			79713
102274			92925
102274			102273
102275			102276
102275			102277
102276			102277
102277			97949
102277			95540
102277			145199
102270			102269
102270			102268
102271			171621
102271			171620
102271			171622
102271			102272
102271			81548
102271			193380
102271			193379
102271			193378
102272			81548
102273			92925
9688			80278
9688			226774
9688			144031
9688			80279
9688			167561
9688			147327
9688			167562
9688			9687
227134			210625
227134			223498
227134			227135
227134			175099
191228			17989
191228			191227
191228			118500
58168			186291
58168			39794
58168			185396
58168			186054
58168			186055
58168			185395
58168			165937
58168			117215
58168			207717
58168			165938
58168			124783
9680			186149
9680			119173
9680			186150
9680			76212
9682			141200
9682			141201
9682			110675
9682			141202
9687			144031
9687			147327
9687			41874
186021			104785
186020			186018
186020			186019
186023			186022
186023			104785
186022			104785
201503			89621
201503			201504
201503			57882
186029			186028
186029			57768
186029			38168
186028			57768
186028			38168
149438			108052
149438			149439
158896			86898
191227			17989
191227			124481
125592			15317
125592			221052
201507			201508
201507			201506
42114			32890
42114			56025
42114			220944
42114			129810
42114			80767
42114			24204
42114			81630
42114			112602
201504			57882
198116			198114
198116			198115
198117			117610
198114			100242
198114			100241
198114			198115
80327			54750
80321			138861
80321			119383
80321			190801
80321			197532
80322			187159
80322			122966
80322			59277
80322			187161
80322			80323
80323			102623
80323			39112
80323			59277
32993			100386
32993			6318
32993			32765
48776			9527
156288			156289
156288			150288
156288			80525
156262			107458
156262			156261
156262			39482
99671			99670
99671			136846
99671			23231
99671			23232
99671			99669
156260			12646
156261			39482
99674			3886
99674			99675
99674			206155
99674			146053
99675			3886
99675			115768
99675			203731
99675			139087
99675			60409
156264			61582
156264			156266
156264			156265
156265			61582
156265			156266
167837			69459
167837			16967
167836			167835
167836			84543
167835			84543
156269			156271
156269			156270
57849			2711
57849			167487
29338			153904
29338			222759
194387			86040
194387			194388
194387			8074
29337			41244
29335			65075
29335			207636
29335			83273
29335			12549
189998			59133
189998			38709
189998			71480
57847			73820
57847			201758
57846			181124
57846			184119
57846			213832
57846			198345
57846			144147
57846			144148
149796			149797
149796			45829
149797			45829
78439			113561
149795			88782
58390			52442
58390			220620
58390			67908
58390			220619
58390			60523
147337			147424
147337			40132
147337			96858
147337			23980
147337			210271
147334			68523
147334			126615
147334			147335
149791			116788
149791			34667
149791			14290
78433			168292
78433			168291
168381			168380
168381			168379
78431			20468
78431			63801
78431			78432
78431			40781
147339			60785
8808			187994
8808			18757
8808			187993
8808			163401
168385			168384
168385			135409
168386			9343
168386			39562
168386			160508
168387			127590
168387			29524
59447			124378
59447			115438
59447			146982
59447			115437
59447			52308
59447			125748
169478			169479
169478			22439
109369			109370
109369			109371
144680			20922
144680			51719
144680			124672
144680			217950
144680			144679
144687			144686
144687			144685
144686			207657
144686			144685
144686			144684
179403			195748
179403			195749
179403			31656
179403			179402
179402			20036
179402			31656
169470			169469
169470			24319
169470			52175
169473			3970
169473			152831
109360			160065
109360			178269
109360			181543
109360			181542
109360			215850
109360			115854
109360			160066
109360			119403
109360			215849
109360			130882
109360			166839
109360			110086
109367			109368
109367			66413
109366			109365
109366			61739
169477			79150
169476			17157
169476			169475
169476			22577
194761			194762
194761			52005
194760			194758
194760			194759
194763			194762
194763			22492
194763			52005
194762			52005
194769			194770
194769			124314
194769			78895
190577			69392
190577			69393
187778			64141
187778			90854
187779			11230
187779			30240
187779			30239
187776			64788
187776			187777
187776			187775
187777			64788
187777			216603
187777			100129
187775			134473
187775			64788
187770			187769
187770			122600
187770			187771
187770			217563
187770			217562
136721			136722
136720			168314
136720			23652
136720			157417
136720			136719
136720			211074
136723			136722
136723			167031
136725			136724
136724			79483
136727			25530
136727			227263
136727			116106
136727			227265
136727			227264
136727			122063
136727			136726
136727			215479
136727			215478
136726			122063
136726			62929
136729			136728
136729			144229
136729			36399
136729			66645
136728			69333
136728			36399
136728			25002
136728			16775
156486			22405
156487			92164
156487			90756
34699			48628
34699			64135
34699			151715
34699			75941
34699			75942
34699			75954
34699			141754
156485			156484
156485			156483
156482			156484
156482			156483
156482			65345
156482			227301
156482			227302
156482			227303
156483			156484
156480			28753
156480			103405
156480			156479
156481			146920
156481			98607
222831			222830
222831			222832
222831			69162
143306			38543
143306			61309
143305			143304
143304			143303
143304			170354
143304			99820
143303			173519
143303			81649
143302			12609
143302			137137
156488			14116
156488			12670
156488			156489
156488			173551
156488			173550
156488			173549
143300			210217
143300			144926
143300			166851
143300			143298
143300			222301
143300			222300
143300			222302
198836			191491
198836			198835
198836			198837
107358			87329
107358			123108
107359			107361
107359			107360
107359			61394
107359			162659
107359			163491
107354			107355
107354			107356
107355			107356
107356			126539
107356			175578
107357			52946
107357			15429
226300			226299
226300			226298
226300			226301
226300			73864
23158			9284
23158			23157
1503			78468
1503			223779
1503			87782
1503			82649
1503			134905
1503			72413
1503			80685
1503			69899
1503			166056
1503			70967
1500			15111
1500			39147
655			117827
655			205844
655			205843
23151			23152
23152			4737
23156			75179
23156			75178
23156			122104
23157			9284
23157			82719
192598			79146
192598			97973
22209			187031
22209			187033
22209			129201
22209			187032
77527			2301
77527			47210
149947			195897
149947			195898
149947			162990
149947			149948
149947			149946
149947			149945
77523			169746
77523			205823
77523			205824
22203			90233
22203			126595
22203			76705
22201			45148
22201			12969
22201			113281
77528			29655
77528			11318
22205			27085
22205			15231
228385			174895
228385			228386
228385			228384
228385			143209
314			18835
314			20801
118714			118712
118714			118713
148292			208654
148292			208653
148292			123377
148292			148291
148292			148293
197238			197237
197238			130946
197238			197239
197239			130946
197236			228263
197236			228266
197236			228264
197236			228265
197236			197234
197236			197235
197237			130946
197234			197235
197234			156513
197234			197233
197235			197233
197232			67336
197232			67337
197233			156513
197231			170233
197231			67336
197231			67337
102403			102402
118717			9517
228384			174895
228384			228386
192591			192590
192591			192592
192591			137555
192591			92988
217592			217593
217592			94590
192592			192590
192592			137555
217593			56464
221566			221567
221566			221565
221566			108877
221566			167968
221567			221565
221567			108877
221564			13508
221564			167968
221565			13508
221565			167968
221562			221563
221562			221560
221562			221561
221563			4573
221563			221561
221560			221559
221560			221561
221561			221559
192594			126326
192594			192595
192594			165882
89522			89521
89522			89520
221568			67859
221568			221570
221568			221569
221569			79379
221569			67859
221569			221570
35569			158978
35569			214942
35569			214943
228387			228388
228387			228386
228387			192678
228387			143209
192596			136518
192596			192597
114018			114017
35562			44304
35562			212418
35562			114852
35562			13968
96011			156794
96011			103060
96011			58886
90911			31100
90911			153780
90911			122009
114013			114012
114013			114011
114012			114011
114011			121207
114011			56892
114011			39463
114011			136679
114010			28562
181327			36508
181327			179111
181326			181325
181326			36508
181326			179111
181325			36508
32692			71194
32692			82243
32692			71195
32692			6566
32692			37718
32692			91495
32692			91496
32692			82242
32692			156752
32692			156753
181323			181324
181323			162544
181323			6261
32694			141785
32694			141787
32694			141786
32694			166562
32694			166563
32694			85850
32697			47539
32697			68261
32697			46870
32697			12670
181320			123438
181320			181321
181320			11153
32699			30159
32699			99030
126799			187608
126799			126798
126799			128823
54160			191296
54160			73622
54160			73621
181329			123448
181329			40155
181329			181328
118719			118721
118719			118720
228386			143209
150884			109230
150884			150885
150884			7493
150885			109230
150886			25452
150886			150887
150887			56609
150887			191582
150887			191583
150887			25452
153842			153841
153842			98525
186802			186801
186802			22073
186801			210360
186801			186800
186801			210359
186801			22073
186800			22073
186807			186809
186807			186808
186807			186806
186806			186808
224888			124462
224888			224889
224889			124462
224889			224890
224886			224887
224886			224885
224887			224885
186809			224193
186809			186810
186809			224195
186809			50318
186809			186808
186809			114285
186809			26961
186809			224194
186808			186810
224882			224881
224882			182833
224882			224880
224882			224883
224883			182833
224883			224881
224880			224879
224880			224878
224880			224881
224881			224879
130198			130199
130198			130197
130198			59492
130198			168041
130198			168040
130199			12363
130199			130197
96013			49675
96013			96015
96013			96014
130190			130191
130190			130192
130190			33246
130190			170432
130191			33246
130191			173169
130191			55681
130191			130192
130192			26785
130193			127095
130193			81362
130193			127096
130194			130195
130194			130196
130194			34977
130195			34977
130195			130196
130197			78012
130197			180195
198930			82050
198930			65968
198930			163911
198930			174123
198931			82050
198931			198932
198931			174123
198932			82050
198932			44156
198933			198934
198933			198935
198934			198935
198934			198936
198935			198936
198936			210474
198936			210475
198936			157472
198936			228649
198936			208832
198936			208831
198936			228650
198936			21594
198936			228648
198937			198938
198938			198939
198938			198940
198939			90258
198939			198940
219131			178011
219131			85618
75962			46350
75962			185493
75962			185494
75962			53099
75962			155294
75962			91380
75962			62660
75963			226550
75963			226551
75963			36890
27358			124931
27358			214059
27358			23976
27358			214058
75961			114237
75961			114236
75966			73092
75966			75967
75967			73092
196189			79627
196189			196188
196188			196187
196188			126325
196188			79627
196187			126325
196187			79627
75968			12374
75968			8209
75969			11374
27356			31909
27356			51790
27357			6821
27357			40437
196181			196182
196180			132080
196180			196179
52770			81465
52770			81466
219136			131428
219136			219137
17762			19919
32034			169603
32034			45046
52773			71846
32033			142440
32033			142439
27950			1235
27950			10252
27950			160417
27951			38032
27951			53726
27951			21769
27951			44007
27951			157606
136874			160522
136874			160523
136874			22958
136874			41322
166719			26255
166719			26256
166719			166720
56724			68912
56724			395
166711			166710
166711			166709
166710			166709
166710			88638
166713			53399
166713			166712
166713			166714
166712			166714
166715			34374
166715			97315
166715			166716
166714			53399
166716			34374
39782			81901
39782			124623
39782			124622
39782			81902
57457			135607
57454			89387
57454			45163
39781			63991
39781			184528
39781			16511
39781			183444
39781			194252
57452			163599
57452			95860
57452			68279
57452			68280
57452			32946
39787			184238
39787			96329
39787			30822
39787			98794
39787			79574
39787			137138
39787			19171
39784			57275
39784			198146
39784			21069
20248			24045
20248			225496
20248			225497
39788			87608
39788			87609
136877			136876
62930			107822
62930			190668
62930			190667
101969			101968
101969			129546
101969			99877
101969			101967
101968			101967
101963			101964
101962			32768
101965			123341
101965			186573
101965			183046
101965			69033
101965			101966
101965			173291
101965			183969
101965			183968
101965			129936
101965			156878
101965			183967
101965			28651
101965			224125
101965			224124
101965			74654
101965			139705
101965			54065
61055			84887
101967			194837
101967			86023
101967			156532
101967			156531
101966			54065
33129			147044
33129			181960
33129			24333
33129			102645
33129			146715
33129			166173
33129			102644
33129			145268
75384			75383
75384			8846
75385			16051
75385			56952
75385			2566
75382			75380
75382			75381
75383			8846
75380			75381
75381			177622
75381			177621
33120			33121
33120			18074
33120			141412
33121			18074
33122			125916
33122			184802
33123			224084
33123			120343
33123			37463
33124			65957
75388			75390
75388			75389
75389			75390
26005			217276
209297			19167
209297			218361
209297			32886
209297			93446
209297			171694
209297			209298
26006			149486
26006			114540
26006			38001
203636			203637
203636			62388
203636			50544
26000			4526
26000			79805
26000			222632
26000			153197
26000			153196
209290			24128
209290			10870
209290			38145
209290			208021
203635			197026
203635			203634
64308			202617
26009			142058
26009			142059
26009			53796
26008			226934
26008			226935
26008			226936
26008			147890
209298			19167
64309			18871
64309			24648
64309			162515
64309			157594
159861			103880
159861			159862
202582			126854
202582			50999
202582			21890
202581			140692
202581			202580
159862			103880
159865			159864
159865			212023
159865			120903
159865			68779
159865			85573
159865			223444
159864			159863
159864			9075
159864			68779
159864			184408
159864			127781
113379			77543
113379			12880
25320			603
159869			159868
159869			159870
159869			129799
159868			129799
113374			52878
113374			87692
113373			196402
113373			196403
113373			33932
113373			19148
113373			115658
113373			115657
113373			144604
215992			102535
113371			39254
113371			187480
113370			39255
113370			113369
182005			53756
182004			133451
182004			182003
182003			133451
182003			182002
182002			133451
182002			182001
182001			133451
25324			133666
25324			133665
40975			182959
40975			152757
40975			225125
40975			140528
25327			31337
25327			163978
25327			157229
25327			157230
25327			157231
25327			128960
156649			4561
153203			63320
153203			173917
153203			173918
153203			153202
153203			153201
110274			61453
110274			19363
153202			144688
153202			5546
153202			10394
153202			226265
153202			226266
153202			153201
153202			153200
70604			70605
70604			9290
70605			9290
167445			147152
167445			227847
167445			227849
167445			227848
167445			5103
167445			227850
70600			70601
70601			29212
70601			96335
70601			13015
70602			143522
70602			228015
70602			98112
70602			228014
70602			98111
70602			99689
70602			48936
25328			138432
25328			186609
25328			186608
153200			153201
70608			200516
70608			200517
70608			70610
70608			70609
70609			70610
167448			167447
167448			182208
167448			165832
167449			46773
167449			148974
167449			91632
57859			127976
57859			127977
156640			156641
156640			30368
18580			3560
18580			20100
33786			81292
33786			102739
18582			216609
18582			51813
18582			89320
18587			202976
76603			16554
76600			45974
76600			76601
129191			129192
129191			199154
129191			19492
129191			134618
129191			99187
76606			118994
76606			118993
106600			106601
106600			106602
106603			87853
106603			2507
38669			137546
38669			16445
38666			202842
38666			202841
38666			173651
38666			52722
38666			195294
38666			173897
38666			206158
76608			7930
76608			121597
76608			67267
38665			215327
38665			215326
106609			178855
106609			178854
106609			75205
106609			18767
106609			70849
106608			147948
106608			52006
106608			29034
106608			40016
106608			152928
106608			119565
151879			152650
216030			118698
216030			79951
216030			216031
30471			58017
30471			132791
30471			89024
30471			89023
216031			118698
216031			21154
216031			27466
30477			226406
191485			191484
191485			191483
30475			178212
30475			178211
30474			140294
30474			123876
30474			47705
30474			172649
31788			31789
31789			58658
31789			39855
31782			31783
31782			76790
31782			70991
31782			70992
191483			191484
191483			191482
191483			135458
31780			194268
31780			134523
31780			105959
31780			134524
31780			150927
31780			131740
191482			135458
191482			191484
208981			208980
208981			64441
208980			208978
208980			64441
208980			208979
208983			188922
208983			133276
208983			208982
208982			188922
208982			133276
208982			64965
208985			101208
208985			208986
208986			101208
208989			208988
208989			208990
208989			208991
208988			208990
229171			145539
229171			13006
229170			27867
229173			40044
229172			138107
229177			97219
229178			229452
229178			48321
229178			65381
229178			229451
229178			112385
18487			18486
24767			173498
24767			226257
24767			16616
24767			33091
188242			188243
188242			188241
188242			35910
210629			210627
210629			210628
210629			102988
210629			27834
46700			39212
46700			148521
46700			43013
46700			131263
46700			118834
46700			220934
46700			220935
46700			157951
46700			157950
46700			68116
46700			166166
46700			81912
46700			107490
46700			134961
199452			199454
199452			199453
76964			210879
76964			76963
76964			46766
76964			146710
226819			226817
226819			197639
226819			226818
226818			226817
226818			197639
226818			44641
226817			226816
226817			44641
226816			226815
226816			226814
226816			44641
226815			152970
226815			226814
226815			44641
226814			152970
226813			226812
226813			46856
226812			174394
226812			226811
226812			46856
226811			174394
226811			11733
226811			226810
226810			206666
226810			11733
226810			40477
198765			198764
198765			198763
210624			210625
210624			170093
210624			136234
210624			210623
210627			215653
210627			210628
210627			215655
210627			215654
210627			210626
76963			46766
76963			46765
76963			117379
76963			140375
76963			190793
213639			213638
213639			213640
213639			82637
213638			82637
213638			172485
213638			111390
213638			38011
213638			224994
213638			224995
213638			225390
144898			144897
144898			8116
144898			8117
144899			144900
144896			86480
144896			95820
144896			23407
144897			197826
144897			197825
144897			8116
144894			199463
144894			199462
144894			144893
144894			12506
213630			200922
213630			78809
213630			213629
213637			116396
213636			94767
213636			49774
213636			213635
213635			94767
213635			49774
213635			213634
213634			94767
213634			33064
77959			77960
77959			77924
80537			58941
80537			80536
77955			77954
77955			23403
77954			2890
77954			23403
77954			179955
210622			170093
210622			210623
77951			189712
77951			189713
77951			159648
77951			142820
77951			142819
77950			77949
77953			28469
45756			96068
45756			40358
52281			74167
52281			74166
47188			111427
47188			108548
47188			1972
47188			40155
27483			61035
27483			85760
47185			146875
20452			217478
20452			14214
20452			66338
103348			103347
103348			152509
103348			152510
103348			103349
87550			151057
87550			167411
87550			96134
87550			96135
87550			40127
87550			62151
87550			167410
87550			87549
87550			100949
173328			18156
173328			72240
173328			173329
173329			203188
173329			18156
173329			72240
173326			173327
173326			153105
173327			153105
173327			223386
173327			223387
173327			19184
173327			126739
87558			43308
87558			211756
87558			211755
173325			206882
173325			32772
173325			47432
173322			173324
173322			173323
173322			173321
173323			67116
173323			173324
173323			173321
173320			173319
173320			173318
173321			26582
173321			220387
173321			220388
173321			96064
173321			96065
173321			40249
173321			40248
169054			169053
169054			22873
206047			206048
206047			47536
206047			21796
206047			10696
82328			61627
35953			175938
35953			85098
20458			159526
20458			159527
35950			67914
35950			67913
35956			127367
35956			127368
228228			226779
228228			228229
228229			226779
228229			228230
228229			126043
171786			171785
171786			131339
171784			92527
171784			171783
171785			38983
171785			131339
171782			92527
171782			171783
171783			92527
171783			204640
171783			204639
171780			171779
171780			171778
171781			115862
171781			71949
16518			199850
16518			16519
16518			225403
16518			130876
103954			142876
103954			103956
103954			103955
103954			49175
103955			103956
103952			229272
103952			229273
103952			229271
103952			103953
103952			54025
103952			154261
103952			191671
103953			54025
170439			33696
170439			170440
170439			168553
109851			182568
109851			7183
170437			24719
170437			24718
170437			97773
16511			145309
16511			166381
16511			32884
16511			153394
16511			16512
16511			194252
16511			162992
16511			145310
16511			118441
16511			160530
16511			183444
16511			143091
16511			118406
16511			118407
16512			157724
16512			205598
16512			20801
170434			182330
170434			65646
170434			108720
170433			164916
170433			39738
170432			13696
170431			33249
170431			170430
103959			103957
103959			103958
127868			127869
127868			127867
127869			62341
127869			148587
127869			127867
131454			131455
131454			98471
131454			111860
131455			111860
131452			85506
131452			98874
131452			131450
131452			131451
131453			10249
131450			224218
131450			73851
131450			224217
131450			61089
131450			131451
131450			131449
131451			77704
131451			131548
131451			131449
127860			206021
127860			206022
127860			143240
127860			82143
127860			156757
127860			59793
127860			127861
127860			127862
127860			188758
127861			127862
155373			211894
155373			94710
155373			211895
155373			155374
155373			211896
131458			85356
131458			131459
69431			69430
69431			66964
69431			69429
69431			117728
100602			100603
100602			100604
100602			16416
100602			112475
100602			10713
69433			19577
69433			69435
69433			181640
69433			69434
69433			181641
100600			100601
100600			205484
100600			227273
100600			100599
100600			37781
100600			215268
69435			69434
100605			106852
100605			106853
100605			100607
100605			100606
184428			184427
184428			163547
69439			96050
69439			142813
184426			184427
184426			161603
100609			100608
100609			61264
100609			189862
100608			61264
177785			177786
177786			177787
184420			69179
184420			184418
184420			184419
218917			218916
218917			17290
218916			17290
82324			14369
58664			32478
58664			112170
224411			224410
224411			224412
224411			224409
224411			23589
224410			224408
224410			224409
224410			23589
224412			23589
224417			224419
224417			224418
224417			87260
218918			104611
218918			36321
218918			218919
59022			61228
59022			180947
179811			179812
179811			179810
179811			20790
59025			206980
59025			134743
59025			61516
59025			134744
59025			110529
59025			187538
21003			15610
21003			60162
21006			9349
21006			151616
21006			151615
59024			52129
78221			78220
78221			32752
78221			134808
78221			55512
193165			57978
193165			193166
4707			148078
4706			194484
4706			91395
4705			98275
4705			117663
86209			86208
86209			86210
4702			61214
4702			121788
4702			48812
4702			48811
4702			128540
4702			30611
172498			68286
172497			61309
172497			62839
172497			94576
172496			172495
172496			123430
86207			54085
86207			86206
86206			54085
86201			128727
86201			54014
86201			71386
86201			208085
86201			86202
4709			2035
172490			160418
172490			103472
193887			7384
193886			46239
193886			127138
193886			94424
135229			135228
135229			205908
135229			205909
135229			135230
135229			205907
135229			135227
135229			99103
135228			135230
135228			109033
135228			135227
135228			61132
62091			209262
62091			209261
62091			209260
62091			87288
62091			90143
95738			68263
95738			95739
135221			135223
135221			135222
135221			163850
135221			88837
135220			182586
135220			135218
135220			66157
135220			135219
135220			182585
135223			135222
135223			157493
135223			135224
135223			201368
135223			201369
135222			135224
135225			7743
135225			135226
135225			36348
135227			198820
135226			7743
17649			105248
17649			89741
17649			61176
17649			56660
17648			8848
17648			198805
17648			67248
141055			141057
141055			141056
141055			104128
17645			74775
17645			74776
17644			218070
17644			218069
17644			150260
17644			198596
17644			219410
17644			219412
17644			219411
210991			210993
210991			210992
162463			15958
162463			70673
162463			162464
162462			57481
162462			164444
162462			164443
162462			162461
162462			109917
162462			133985
162461			109917
162460			49146
162467			154695
162467			162466
162466			154695
162466			162465
162465			154695
162464			70673
101550			164116
101550			203531
101550			57685
101550			3638
101550			195668
101550			173235
101550			173236
101550			203532
101550			224145
101550			146631
101550			127974
101550			101549
101550			101548
101550			127975
101550			146630
101550			21636
101550			188231
200306			200308
200306			200307
19890			152648
19890			222910
101555			42057
101555			9612
19892			121894
19892			5957
19898			84885
19898			84884
19898			223231
19898			223232
19898			211000
19898			211001
95733			95732
95733			95734
190019			9465
190019			58309
135609			223507
135609			223508
135609			135608
122993			122995
122993			122994
122992			122991
122992			89766
122991			89766
66327			124397
66327			124398
66327			201767
66327			138543
66327			218185
66327			169209
122997			122998
122997			122996
122996			122998
122996			128102
122996			128101
122995			122994
122994			111266
122994			101421
122999			150170
122999			150171
122999			21026
122999			217143
122999			221753
122999			221755
122999			221754
122999			184703
122999			106685
122999			160678
122999			121399
122999			52597
62529			112967
62529			112968
86564			29516
86564			60712
86564			117933
124743			24532
124743			20041
124743			124744
124743			151506
124743			124745
124744			147141
124744			124745
124744			66919
124747			124748
124747			124749
124747			62313
124747			62312
124748			124749
20751			44567
20751			20750
20751			23293
176080			176079
164162			58574
176082			24809
46634			33111
140404			32835
140404			171176
152369			63041
152369			152370
46637			142920
46637			89741
46637			33529
140401			96217
140401			140402
46631			54701
46631			15846
46632			149753
46632			20926
46632			167457
140402			96217
140402			199300
152363			31691
152363			152365
152363			152364
152362			85969
152362			16063
152361			13688
152361			2220
152360			60328
152360			152359
140409			140410
140409			140411
140408			28687
152365			152364
152364			31691
193654			57115
134174			166499
134174			134172
134174			134173
134174			101586
134172			14512
134172			134173
134173			14512
134170			121673
134170			148719
134170			101667
134170			134171
117138			117139
117138			83736
190685			190686
190685			190687
190685			190684
134179			134181
134179			134180
134179			143909
134179			143908
176088			176089
176088			186001
176088			48024
176088			49050
166341			73182
67408			40296
67408			62964
217900			10544
217900			21892
217900			217899
149341			73579
149341			149342
163303			163302
163303			103943
44672			182544
44672			182545
44672			38744
44672			77773
44672			141970
44672			142749
163302			12831
163302			103943
166344			212365
166344			109780
166344			166345
44674			184503
8553			101887
8553			81744
228704			228705
228704			228706
228704			19646
12308			217280
12308			217281
12308			169945
12308			72306
12308			169946
163738			153841
163738			163739
163738			60627
163739			153841
163739			46371
163739			88739
139032			139031
139032			39038
139032			2679
176490			9782
54435			134716
54435			134717
54435			50459
139037			139038
139037			31215
163730			125950
163730			19575
54438			199500
54438			199501
54438			224771
54438			161786
54438			199498
54438			199499
163732			163733
163732			165141
163732			99343
163733			163734
163733			165142
163733			165141
163733			99343
163734			168524
163734			187154
163734			99343
163735			12355
163736			21803
163736			58423
163737			39683
163737			35098
163737			62468
41114			122551
41114			169745
41116			170428
41116			21470
41116			170427
41117			57085
41117			203782
41113			76896
41113			76895
179253			207751
179253			179251
179253			179252
179253			179254
179253			7608
179253			141341
179253			175048
129048			129047
129048			129049
129049			129047
162596			86888
162596			162597
162596			93678
162596			192680
162596			192681
162596			192682
129044			111344
129044			129043
129045			41339
129046			37519
129046			60999
129046			219831
129046			38849
129046			219830
129047			13401
129047			174475
129047			102234
129040			129038
42724			225991
42724			225990
42724			190411
42724			165674
129043			111344
56352			133448
56352			187409
56352			142915
56352			51158
56352			164543
212638			134944
116843			162139
116840			153659
116840			221835
116840			116841
116840			119708
116840			14206
205754			151407
205754			198365
190013			70897
58563			228280
58563			81688
58563			228279
58563			228278
58563			179242
58563			168600
58563			53881
58563			83734
58563			83735
58563			67868
58563			60810
58563			67867
27197			172693
27197			155299
27197			14205
27197			171819
27197			208630
204912			50351
204912			205905
204912			205906
204912			96115
119050			119051
119050			119052
119050			76083
8779			203141
8779			120220
8779			203142
8779			84514
86562			71879
86562			86561
92270			27428
92270			77090
111065			111064
111065			49428
111065			2361
111064			6933
111067			200635
111067			200634
111067			200633
111067			179307
135748			135749
135748			135747
8777			9644
8777			105673
8777			9109
8774			44119
8774			8775
8775			44119
8775			130138
8775			176086
8775			224592
217904			17919
44094			89455
44094			184462
44094			48080
92272			92271
92272			92273
92272			37873
44092			114710
44092			122775
44092			96882
44092			141488
44092			141489
44092			45387
119271			119273
119271			119272
119271			190054
119271			190053
119272			153409
119272			119273
119272			35198
119274			60705
119274			132464
119274			147669
119274			134417
119275			27315
119275			119276
119276			27315
227556			187624
227556			87345
92279			167462
92279			19979
201258			97951
201258			171700
201258			93239
201258			215877
201258			201259
201258			201257
112802			112801
92081			135634
92081			135635
92081			92082
92081			92080
10234			102240
10234			179839
10234			90910
10234			154687
10234			122769
10234			150617
10234			179840
10234			136247
216599			216601
216599			216600
216599			126351
216599			27902
6976			128733
6976			128732
77367			16078
77367			157516
77367			146461
77367			130775
77367			77368
194398			194397
194398			15408
194398			138008
46757			123558
46757			100970
112803			112804
194399			15408
194399			138008
35768			165888
35768			58833
35768			220540
35768			162883
151049			52903
151048			162538
151048			100631
151048			151047
151048			162537
28374			201690
151043			151042
151043			193411
151043			189713
151043			189714
151043			85041
151043			151044
28378			138514
151041			151040
151041			86853
151041			177865
151041			177864
151041			177866
151041			50924
151041			151039
151040			151039
151040			86853
151047			100631
151047			81424
151044			151042
1298			217227
1298			105210
1298			163647
84201			79221
1290			87908
1296			140232
1296			140230
1296			140231
1296			195851
57007			188904
57007			9736
21505			142384
194397			138008
190016			104773
190016			34427
190016			190017
190016			88916
223975			125295
223975			173288
223975			223974
223975			208395
66997			66996
66997			122370
66997			207418
66997			207419
66996			28107
66996			207418
66995			114992
66995			29795
66995			77138
223974			125295
223974			173288
223974			223973
66992			3383
66992			90682
66992			225041
66992			225040
66990			118573
66990			71554
223973			173288
57002			115692
57002			117093
35762			212913
35762			156626
35762			93880
35762			54961
35762			149870
66999			196228
66999			196229
66999			196227
160418			33553
160418			68986
160418			103472
118588			8161
